company_code,short_name,board,csv_priority,csv_root_cause,before_status,after_status,before_strict,after_strict,before_reason,after_reason,before_page,after_page,before_anchor,after_anchor,before_value,after_value,before_evidence,after_evidence,changed,improved,regressed,dry_run,error
300280,紫天退,chinext,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',17,17,研发费用,研发费用,"研发费用=1,139,047.56","研发费用=1,139,047.56","研发费用 1,139,047.56 8,503,967.27 -86.61% 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2023 年 2022 年 同比增减 经营活动现金流入小计 3,287,207,012.29 1,144,304,714.06 187.27% 经营活动现金流出小计 2,945,881,687.92 1,866,605,702.90 57.82% 经营活动产生的…","研发费用 1,139,047.56 8,503,967.27 -86.61% 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2023 年 2022 年 同比增减 经营活动现金流入小计 3,287,207,012.29 1,144,304,714.06 187.27% 经营活动现金流出小计 2,945,881,687.92 1,866,605,702.90 57.82% 经营活动产生的…",False,False,False,True,
300518,新迅达,chinext,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=865,637.07","研发费用=865,637.07","研发费用 865,637.07 系原孙公司山东天宜 鸿达产生的研发支出 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 341,702,076.66 453,950,353.61 -24.73% 经营活动现金流出小计 466,837,939.05 505,176,082.65 -7.59% 经营活动产生的现金流量净 额 -1…","研发费用 865,637.07 系原孙公司山东天宜 鸿达产生的研发支出 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 341,702,076.66 453,950,353.61 -24.73% 经营活动现金流出小计 466,837,939.05 505,176,082.65 -7.59% 经营活动产生的现金流量净 额 -1…",False,False,False,True,
300810,中科海讯,chinext,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',118,118,研发费用,研发费用,"研发费用=24,118,684.69","研发费用=24,118,684.69","研发费用 24,118,684.69 24,052,806.97 财务费用 1,875,300.23 116,543.89 其中：利息费用 2,705,923.23 1,250,634.80 利息收入 857,408.12 1,215,655.10 加：其他收益 15,554,056.37 3,580,000.61 投资收益（损失以“－”号填 列） 2,009,443.66 2,421,407.…","研发费用 24,118,684.69 24,052,806.97 财务费用 1,875,300.23 116,543.89 其中：利息费用 2,705,923.23 1,250,634.80 利息收入 857,408.12 1,215,655.10 加：其他收益 15,554,056.37 3,580,000.61 投资收益（损失以“－”号填 列） 2,009,443.66 2,421,407.…",False,False,False,True,
301382,蜂助手,chinext,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',32,32,研发费用,研发费用,"研发费用=61,781,234.74","研发费用=61,781,234.74","研发费用 61,781,234.74 58,603,621.75 5.42% 4、研发投入 项目 2024 年 2023 年 变动比例 研发人员数量（人） 246 241 2.07% 研发人员数量占比 52.45% 46.71% 5.74% 研发人员学历 本科 215 188 14.36% 硕士 8 11 -27.27% 研发人员年龄构成 30 岁以下 65 85 -23.53% 30~40 岁…","研发费用 61,781,234.74 58,603,621.75 5.42% 4、研发投入 项目 2024 年 2023 年 变动比例 研发人员数量（人） 246 241 2.07% 研发人员数量占比 52.45% 46.71% 5.74% 研发人员学历 本科 215 188 14.36% 硕士 8 11 -27.27% 研发人员年龄构成 30 岁以下 65 85 -23.53% 30~40 岁…",False,False,False,True,
600011,华能国际,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,18,18,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=1,696,000,000","研发投入合计=1,696,000,000","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 16.58 本期资本化研发投入 0.38 研发投入合计 16.96 研发投入总额占营业收入比例（%） 0.69 研发投入资本化的比重（%） 2.24 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 14,372 研发人员数量占公司总人数的比例（%） 25.54 研发人员学历结构 学历结构类别 学历结构人数 博士研究生…","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 16.58 本期资本化研发投入 0.38 研发投入合计 16.96 研发投入总额占营业收入比例（%） 0.69 研发投入资本化的比重（%） 2.24 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 14,372 研发人员数量占公司总人数的比例（%） 25.54 研发人员学历结构 学历结构类别 学历结构人数 博士研究生…",False,False,False,True,
600020,中原高速,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,19,19,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=6,407,300","研发投入合计=6,407,300",研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 192.43 本期资本化研发投入 448.30 研发投入合计 640.73 研发投入总额占营业收入比例（%） 0.09 研发投入资本化的比重（%） 69.97 (2).研发人员情况表 □适用 √不适用 (3).情况说明 √适用 □不适用 主要研发 项目名称 研发目的 项目进展 项目目标 预计对公司未来发展的影响 多种自由 流收费和…,研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 192.43 本期资本化研发投入 448.30 研发投入合计 640.73 研发投入总额占营业收入比例（%） 0.09 研发投入资本化的比重（%） 69.97 (2).研发人员情况表 □适用 √不适用 (3).情况说明 √适用 □不适用 主要研发 项目名称 研发目的 项目进展 项目目标 预计对公司未来发展的影响 多种自由 流收费和…,False,False,False,True,
600029,南方航空,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,22,22,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=545,000,000","研发投入合计=545,000,000",研发投入情况表 单位：百万元 币种：人民币 本期费用化研发投入 544 本期资本化研发投入 1 研发投入合计 545 研发投入总额占营业收入比例（%） 0.31 研发投入资本化的比重（%） 0.18,研发投入情况表 单位：百万元 币种：人民币 本期费用化研发投入 544 本期资本化研发投入 1 研发投入合计 545 研发投入总额占营业收入比例（%） 0.31 研发投入资本化的比重（%） 0.18,False,False,False,True,
600057,厦门象屿,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,27,27,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=116,710,200","研发投入合计=116,710,200","研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 9,622.42 本期资本化研发投入 2,048.60","研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 9,622.42 本期资本化研发投入 2,048.60",False,False,False,True,
600082,ST海泰,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',11,11,研发费用,研发费用,"研发费用=724,358,697.29","研发费用=724,358,697.29","研发费用 经营活动产生的现金流量净额 724,358,697.29 454,707,999.89 59.30 投资活动产生的现金流量净额 -29,836,152.89 -114,756,084.43 不适用 筹资活动产生的现金流量净额 -499,597,397.71 -256,181,401.46 不适用 本期公司业务类型、利润构成或利润来源发生重大变动的详细说明 □适用√不适用 2、收入和成本…","研发费用 经营活动产生的现金流量净额 724,358,697.29 454,707,999.89 59.30 投资活动产生的现金流量净额 -29,836,152.89 -114,756,084.43 不适用 筹资活动产生的现金流量净额 -499,597,397.71 -256,181,401.46 不适用 本期公司业务类型、利润构成或利润来源发生重大变动的详细说明 □适用√不适用 2、收入和成本…",False,False,False,True,
600088,中视传媒,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',13,13,研发费用,研发费用,"研发费用=2,863,889.20","研发费用=2,863,889.20","研发费用 其他收益 2,863,889.20 9,297,217.52 -69.20","研发费用 其他收益 2,863,889.20 9,297,217.52 -69.20",False,False,False,True,
600097,开创国际,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,12,12,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=1,228,000","研发投入合计=1,228,000",研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 122.80 本期资本化研发投入 研发投入合计 122.80 研发投入总额占营业收入比例（%） 0.05 研发投入资本化的比重（%） (2).研发人员情况表 □适用 √不适用 (3).情况说明 □适用 √不适用,研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 122.80 本期资本化研发投入 研发投入合计 122.80 研发投入总额占营业收入比例（%） 0.05 研发投入资本化的比重（%） (2).研发人员情况表 □适用 √不适用 (3).情况说明 □适用 √不适用,False,False,False,True,
600113,浙江东日,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,16,16,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=9,036,200","研发投入合计=9,036,200",研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 903.62 本期资本化研发投入 研发投入合计 903.62 研发投入总额占营业收入比例（%） 1.25 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用,研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 903.62 本期资本化研发投入 研发投入合计 903.62 研发投入总额占营业收入比例（%） 1.25 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用,False,False,False,True,
600115,中国东航,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,25,25,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=350,000,000","研发投入合计=350,000,000",研发投入情况表 单位：人民币百万元 本期费用化研发投入 343 本期资本化研发投入 7 研发投入合计 350 研发投入总额占营业收入比例（%） 0.26 研发投入资本化的比重（%） 2.00,研发投入情况表 单位：人民币百万元 本期费用化研发投入 343 本期资本化研发投入 7 研发投入合计 350 研发投入总额占营业收入比例（%） 0.26 研发投入资本化的比重（%） 2.00,False,False,False,True,
600125,铁龙物流,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,13,13,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=282,500","研发投入合计=282,500",研发投入情况表 √适用 □不适用 单位:万元 本期费用化研发投入 28.25 本期资本化研发投入 研发投入合计 28.25 研发投入总额占营业收入比例（%） 0.002 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用 公司研发人员的数量(人) 17 研发人员数量占公司总人数的比例（%） 0.8 研发人员学历结构 学历结构类别 学历结构人数 博士研究生(人) 硕士研究生(人)…,研发投入情况表 √适用 □不适用 单位:万元 本期费用化研发投入 28.25 本期资本化研发投入 研发投入合计 28.25 研发投入总额占营业收入比例（%） 0.002 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用 公司研发人员的数量(人) 17 研发人员数量占公司总人数的比例（%） 0.8 研发人员学历结构 学历结构类别 学历结构人数 博士研究生(人) 硕士研究生(人)…,False,False,False,True,
600185,珠免集团,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',13,13,研发费用,研发费用,"研发费用=4,162,652.70","研发费用=4,162,652.70","研发费用 4,162,652.70 3,669,989.74 13.42 经营活动产生的现金流量净额 768,750,074.03 5,578,447,425.10 -86.22 投资活动产生的现金流量净额 -33,778,301.67 1,727,694,034.01 -101.96 筹资活动产生的现金流量净额 -956,751,303.40 -6,198,162,993.35 不适用 本期公…","研发费用 4,162,652.70 3,669,989.74 13.42 经营活动产生的现金流量净额 768,750,074.03 5,578,447,425.10 -86.22 投资活动产生的现金流量净额 -33,778,301.67 1,727,694,034.01 -101.96 筹资活动产生的现金流量净额 -956,751,303.40 -6,198,162,993.35 不适用 本期公…",False,False,False,True,
600234,科新发展,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=1,447,200.45","研发费用=1,447,200.45","研发费用 1,447,200.45 -100.00 4、研发投入 (1).研发投入情况表 □适用 √不适用 (2).研发人员情况表 □适用√不适用 (3).情况说明 □适用√不适用 (4).研发人员构成发生重大变化的原因及对公司未来发展的影响 □适用√不适用 5、现金流 √适用□不适用 科目 本期数 上年同期数 变动比例（%） 经营活动产生的现金流量净额 -12,353,998.83 -39,2…","研发费用 1,447,200.45 -100.00 4、研发投入 (1).研发投入情况表 □适用 √不适用 (2).研发人员情况表 □适用√不适用 (3).情况说明 □适用√不适用 (4).研发人员构成发生重大变化的原因及对公司未来发展的影响 □适用√不适用 5、现金流 √适用□不适用 科目 本期数 上年同期数 变动比例（%） 经营活动产生的现金流量净额 -12,353,998.83 -39,2…",False,False,False,True,
600238,*ST椰岛,sse_main,P0,not_found_but_table_evidence,not_found,not_found,not_found_unverified,not_found_unverified,status=not_found (unverified by automation),status=not_found (unverified by automation),18,18,费用化研发投入,费用化研发投入,研发投入合计 536.73 研发投入总额占营业收入比例（%） 3.06 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用 公司研发人员的数量 29 研发人员数量占公司总人数的比例（%） 7.47 研发人员学历结构 学历结构类别 学历结构人数 硕士研究生 4 本科 19 专科 4 高中及以下 2 研发人员年龄结构 年龄结构类别 年龄结构人数 ,研发投入合计 536.73 研发投入总额占营业收入比例（%） 3.06 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用 公司研发人员的数量 29 研发人员数量占公司总人数的比例（%） 7.47 研发人员学历结构 学历结构类别 学历结构人数 硕士研究生 4 本科 19 专科 4 高中及以下 2 研发人员年龄结构 年龄结构类别 年龄结构人数 ,费用化研发投入 536.73 本期资本化研发投入 研发投入合计 536.73 研发投入总额占营业收入比例（%） 3.06 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用 公司研发人员的数量 29 研发人员数量占公司总人数的比例（%） 7.47 研发人员学历结构 学历结构类别 学历结构人数 硕士研究生 4 本科 19 专科 4 高中及以下 2 研发人员年龄结构 年龄结构类别 年…,费用化研发投入 536.73 本期资本化研发投入 研发投入合计 536.73 研发投入总额占营业收入比例（%） 3.06 研发投入资本化的比重（%） (2).研发人员情况表 √适用□不适用 公司研发人员的数量 29 研发人员数量占公司总人数的比例（%） 7.47 研发人员学历结构 学历结构类别 学历结构人数 硕士研究生 4 本科 19 专科 4 高中及以下 2 研发人员年龄结构 年龄结构类别 年…,False,False,False,True,
600310,广西能源,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',25,25,费用化研发投入,费用化研发投入,"费用化研发投入=16,893,092.03","费用化研发投入=16,893,092.03","费用化研发投入 16,893,092.03 本期资本化研发投入","费用化研发投入 16,893,092.03 本期资本化研发投入",False,False,False,True,
600346,恒力石化,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,28,28,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=1,703,000,000","研发投入合计=1,703,000,000","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 17.03 本期资本化研发投入 - 研发投入合计 17.03 研发投入总额占营业收入比例（%） 0.72 研发投入资本化的比重（%） - (2).研发人员情况表 √适用□不适用 公司研发人员的数量 3,779 研发人员数量占公司总人数的比例（%） 9.87 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 16 硕士研究生…","研发投入情况表 √适用 □不适用 单位：亿元 本期费用化研发投入 17.03 本期资本化研发投入 - 研发投入合计 17.03 研发投入总额占营业收入比例（%） 0.72 研发投入资本化的比重（%） - (2).研发人员情况表 √适用□不适用 公司研发人员的数量 3,779 研发人员数量占公司总人数的比例（%） 9.87 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 16 硕士研究生…",False,False,False,True,
600354,敦煌种业,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,12,12,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=26,459,835","研发投入合计=26,459,835","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 20,312,119.73 本期资本化研发投入 6,147,715.42","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 20,312,119.73 本期资本化研发投入 6,147,715.42",False,False,False,True,
600362,江西铜业,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,20,20,费用化研发投入 (situation_table),费用化研发投入 (situation_table),"研发投入合计=6,012,000,000","研发投入合计=6,012,000,000","费用化研发投入 55.21 本期资本化研发投入 4.91 研发投入合计 60.12 研发投入总额占营业收入比例（%） 1.15 研发投入资本化的比重（%） 8.17 (2).研发人员情况表 √适用□不适用 公司研发人员的数量 2,234 研发人员数量占公司总人数的比例（%） 8.47 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 260 硕士研究生 392 本科 1,099 专科 3…","费用化研发投入 55.21 本期资本化研发投入 4.91 研发投入合计 60.12 研发投入总额占营业收入比例（%） 1.15 研发投入资本化的比重（%） 8.17 (2).研发人员情况表 √适用□不适用 公司研发人员的数量 2,234 研发人员数量占公司总人数的比例（%） 8.47 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 260 硕士研究生 392 本科 1,099 专科 3…",False,False,False,True,
600487,亨通光电,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,40,40,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=1,894,602,593","研发投入合计=1,894,602,593","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 1,741,785,134.75 本期资本化研发投入 152,817,458.68","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 1,741,785,134.75 本期资本化研发投入 152,817,458.68",False,False,False,True,
600508,上海能源,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',14,14,研发费用,研发费用,"研发费用=62,319,527.52","研发费用=62,319,527.52","研发费用 62,319,527.52 48,248,473.78 29.16 经营活动产生的现金流量净额 1,276,503,895.17 1,383,326,322.60 -7.72 投资活动产生的现金流量净额 -1,202,530,844.08 -1,107,965,024.27 8.54 筹资活动产生的现金流量净额 -589,786,722.21 -331,887,482.00 77.71…","研发费用 62,319,527.52 48,248,473.78 29.16 经营活动产生的现金流量净额 1,276,503,895.17 1,383,326,322.60 -7.72 投资活动产生的现金流量净额 -1,202,530,844.08 -1,107,965,024.27 8.54 筹资活动产生的现金流量净额 -589,786,722.21 -331,887,482.00 77.71…",False,False,False,True,
600512,腾达建设,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',16,16,费用化研发投入,费用化研发投入,"费用化研发投入=148,294,836.70","费用化研发投入=148,294,836.70","费用化研发投入 148,294,836.70 本期资本化研发投入 0.00","费用化研发投入 148,294,836.70 本期资本化研发投入 0.00",False,False,False,True,
600565,ST迪马,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,24,24,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=51,565,213","研发投入合计=51,565,213","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 46,326,410.65 本期资本化研发投入 5,238,802.20","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 46,326,410.65 本期资本化研发投入 5,238,802.20",False,False,False,True,
600694,大商股份,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',11,11,研发费用,研发费用,"研发费用=1,075,716,890.02","研发费用=1,075,716,890.02","研发费用 经营活动产生的现金流量净额 1,075,716,890.02 1,648,239,226.28 -34.74 投资活动产生的现金流量净额 476,396,732.78 -578,472,191.99 -182.35 筹资活动产生的现金流量净额 -888,937,145.42 -857,894,371.40 3.62 财务费用变动原因说明：主要是未确认融资费用减少。 经营活动产生的现金流…","研发费用 经营活动产生的现金流量净额 1,075,716,890.02 1,648,239,226.28 -34.74 投资活动产生的现金流量净额 476,396,732.78 -578,472,191.99 -182.35 筹资活动产生的现金流量净额 -888,937,145.42 -857,894,371.40 3.62 财务费用变动原因说明：主要是未确认融资费用减少。 经营活动产生的现金流…",False,False,False,True,
600696,退市岩石,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',12,12,研发费用,研发费用,"研发费用=1,253,000.30","研发费用=1,253,000.30","研发费用 1,253,000.30 -100.00 财务费用 19,209,066.71 19,508,514.72 -1.53 其他收益 7,409,850.40 31,153,486.61 -76.22","研发费用 1,253,000.30 -100.00 财务费用 19,209,066.71 19,508,514.72 -1.53 其他收益 7,409,850.40 31,153,486.61 -76.22",False,False,False,True,
600705,中航产融,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',12,12,研发费用,研发费用,"研发费用=53,647,154.36","研发费用=53,647,154.36","研发费用 53,647,154.36 54,559,366.39 -1.67 经营活动产生的现金流量净额 7,256,749,729.74 20,065,850,228.44 -63.84 投资活动产生的现金流量净额 -12,184,427,708.26 -1,339,109,517.47 不适用 筹资活动产生的现金流量净额 -6,737,604,259.66 -8,818,016,521.90…","研发费用 53,647,154.36 54,559,366.39 -1.67 经营活动产生的现金流量净额 7,256,749,729.74 20,065,850,228.44 -63.84 投资活动产生的现金流量净额 -12,184,427,708.26 -1,339,109,517.47 不适用 筹资活动产生的现金流量净额 -6,737,604,259.66 -8,818,016,521.90…",False,False,False,True,
600706,曲江文旅,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',11,11,研发费用,研发费用,"研发费用=205,019,979.73","研发费用=205,019,979.73","研发费用 经营活动产生的现金流量净额 205,019,979.73 253,376,466.49 -19.08 投资活动产生的现金流量净额 -26,498,042.35 -64,699,773.23 不适用 筹资活动产生的现金流量净额 -205,569,505.50 -192,489,782.08 不适用 投资活动产生的现金流量净额变动原因说明：主要是本期处置子公司及其他营业单位收回的现金净 额…","研发费用 经营活动产生的现金流量净额 205,019,979.73 253,376,466.49 -19.08 投资活动产生的现金流量净额 -26,498,042.35 -64,699,773.23 不适用 筹资活动产生的现金流量净额 -205,569,505.50 -192,489,782.08 不适用 投资活动产生的现金流量净额变动原因说明：主要是本期处置子公司及其他营业单位收回的现金净 额…",False,False,False,True,
600715,文投控股,sse_main,P0,expensed_vs_total_anchor_collision,found,found,partial,partial,non-total label '费用化研发投入',non-total label '费用化研发投入',17,17,费用化研发投入,费用化研发投入,"费用化研发投入=48,382,936.90","费用化研发投入=48,382,936.90","费用化研发投入 48,382,936.90 本期资本化研发投入 -","费用化研发投入 48,382,936.90 本期资本化研发投入 -",False,False,False,True,
600733,北汽蓝谷,sse_main,P0,expensed_vs_total_anchor_collision,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,16,16,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=3,191,257,789","研发投入合计=3,191,257,789","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 94,380,985.37 本期资本化研发投入 3,096,876,803.58","研发投入情况表 √适用 □不适用 单位：元 本期费用化研发投入 94,380,985.37 本期资本化研发投入 3,096,876,803.58",False,False,False,True,
600758,辽宁能源,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',9,9,研发费用,研发费用,"研发费用=1,229,541.13","研发费用=1,229,541.13",研发费用变动原因说明：报告期内，研发费用同比减少，主要是本年未发生研发费用影响。,研发费用变动原因说明：报告期内，研发费用同比减少，主要是本年未发生研发费用影响。,False,False,False,True,
600798,宁波海运,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,16,16,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=188,200","研发投入合计=188,200",研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 18.82 本期资本化研发投入 研发投入合计 18.82 研发投入总额占营业收入比例（%） 0.01% 研发投入资本化的比重（%） (2).研发人员情况表 □适用√不适用 (3).情况说明 □适用√不适用 (4).研发人员构成发生重大变化的原因及对公司未来发展的影响 □适用√不适用,研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 18.82 本期资本化研发投入 研发投入合计 18.82 研发投入总额占营业收入比例（%） 0.01% 研发投入资本化的比重（%） (2).研发人员情况表 □适用√不适用 (3).情况说明 □适用√不适用 (4).研发人员构成发生重大变化的原因及对公司未来发展的影响 □适用√不适用,False,False,False,True,
600808,马钢股份,sse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,15,15,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=3,646,000,000","研发投入合计=3,646,000,000","研发投入情况表 单位：亿元 币种：人民币 本期费用化研发投入 36.46 本期资本化研发投入 0 研发投入合计 36.46 研发投入总额占营业收入比例（%） 4.46 研发投入资本化的比重（%） 0 (2).研发人员情况表 公司研发人员的数量 2,408 研发人员数量占公司总人数的比例（%） 14.5 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 30 硕士研究生 506 本科 1,…","研发投入情况表 单位：亿元 币种：人民币 本期费用化研发投入 36.46 本期资本化研发投入 0 研发投入合计 36.46 研发投入总额占营业收入比例（%） 4.46 研发投入资本化的比重（%） 0 (2).研发人员情况表 公司研发人员的数量 2,408 研发人员数量占公司总人数的比例（%） 14.5 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 30 硕士研究生 506 本科 1,…",False,False,False,True,
600826,兰生股份,sse_main,P0,not_found_but_table_evidence,found,found,usable,usable,total R&D label '研发投入合计' amount>=100000,total R&D label '研发投入合计' amount>=100000,26,26,研发投入情况表 (situation_table),研发投入情况表 (situation_table),"研发投入合计=1,848,800","研发投入合计=1,848,800",研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 184.88 本期资本化研发投入 - 研发投入合计 184.88 研发投入总额占营业收入比例（%） 0.11 研发投入资本化的比重（%） - (2).研发人员情况表 √适用□不适用 公司研发人员的数量 9 研发人员数量占公司总人数的比例（%） 1.74 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 硕士研究生 4 本科…,研发投入情况表 √适用 □不适用 单位：万元 本期费用化研发投入 184.88 本期资本化研发投入 - 研发投入合计 184.88 研发投入总额占营业收入比例（%） 0.11 研发投入资本化的比重（%） - (2).研发人员情况表 √适用□不适用 公司研发人员的数量 9 研发人员数量占公司总人数的比例（%） 1.74 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 硕士研究生 4 本科…,False,False,False,True,
