code,short_name,board,field,strict_label,status,page,root_cause,priority,fix_type,confidence,evidence_summary,recommended_action,notes
600798,宁波海运,sse_main,rnd_investment,not_found_unverified,not_found,16,not_found_but_table_evidence,P0,extraction_p22,high,费用化研发投入 18.82 本期资本化研发投入 研发投入合计 18.82 研发投入总额占营业收入比例（%） 0.01% 研发投入资本化的比重（%） (2).研发人员情况表 □适用√不适用 (3).情况说明 □适用√不适用 (4).研发人员构成发生重大变化的原因及对公司未来发展的影响 □适用√不适用,scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
600808,马钢股份,sse_main,rnd_investment,partial,found,12,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=1,103,101,885",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
600826,兰生股份,sse_main,rnd_investment,not_found_unverified,not_found,26,not_found_but_table_evidence,P0,extraction_p22,high,费用化研发投入 184.88 本期资本化研发投入 - 研发投入合计 184.88 研发投入总额占营业收入比例（%） 0.11 研发投入资本化的比重（%） - (2).研发人员情况表 √适用□不适用 公司研发人员的数量 9 研发人员数量占公司总人数的比例（%） 1.74 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 硕士研究生 4 本科 4 专科 1 高中及以下,scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
600844,金煤科技,sse_main,rnd_investment,not_found_unverified,not_found,14,not_found_but_table_evidence,P0,extraction_p22,high,费用化研发投入 216.16 本期资本化研发投入 0 研发投入合计 216.16 研发投入总额占营业收入比例（%） 0.28 研发投入资本化的比重（%） 0,scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
600846,同济科技,sse_main,rnd_investment,partial,found,14,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=79,575,329.58",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
600900,长江电力,sse_main,rnd_investment,partial,found,12,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=890,719,278.34",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
601021,春秋航空,sse_main,rnd_investment,partial,found,29,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=160,629,565",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
601099,太平洋,sse_main,rnd_investment,partial,found,47,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=14,709.49 万元",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
601186,中国铁建,sse_main,rnd_investment,partial,found,27,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=25,713,270",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
601238,广汽集团,sse_main,rnd_investment,partial,found,24,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,研发费用=0.78 亿元,scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
601330,绿色动力,sse_main,rnd_investment,partial,found,26,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=7,097,412.89",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
601686,友发集团,sse_main,rnd_investment,partial,found,17,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=145,312,277.44",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
601727,上海电气,sse_main,rnd_investment,not_found_unverified,not_found,18,not_found_but_table_evidence,P0,extraction_p22,high,"费用化研发投入 56.65 本期资本化研发投入 0.29 研发投入合计 56.94 研发投入总额占营业收入比例（%） 4.9 研发投入资本化的比重（%） 0.5 (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 3,925 研发人员数量占公司总人数的比例（%） 9.75 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 108",scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
601778,晶科科技,sse_main,rnd_investment,partial,found,18,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=3,799,887.16",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
601865,福莱特,sse_main,rnd_investment,not_found_unverified,not_found,16,not_found_but_table_evidence,P0,extraction_p22,high,费用化研发投入 604.79 本期资本化研发投入 - 研发投入合计 604.79 研发投入总额占营业收入比例（%） 3.24 研发投入资本化的比重（%） - (2).研发人员情况表 √适用 □不适用 公司研发人员的数量 715 研发人员数量占公司总人数的比例（%） 9.22 研发人员学历结构 学历结构类别 学历结构人数 博士研究生 1 硕士研究生 8 本科 106 专科 260 高中及以下 34…,scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
601898,中煤能源,sse_main,rnd_investment,not_found_unverified,not_found,27,not_found_but_table_evidence,P0,extraction_p22,high,"费用化研发投入 31.17 本期资本化研发投入 11.20 研发投入合计 42.37 研发投入总额占营业收入比例（%） 2.24 研发投入资本化的比重（%） 26.43 注：相关统计口径参照国家统计局《关于印发<研究与试验（R&D）投入统计规范（试行）>的通 知》（国统字〔2019〕47 号）的相关标准。 (2) 研发人员情况表 √适用 □不适用 公司研发人员的数量 2,213 研发人员数量占公…",scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
603000,人民网,sse_main,rnd_investment,partial,found,20,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=11,522.28 万元",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603031,安孚科技,sse_main,rnd_investment,partial,found,30,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=135,854,472.84",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603259,药明康德,sse_main,rnd_investment,partial,found,18,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=123,852.50",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603277,银都股份,sse_main,rnd_investment,partial,found,17,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=62,880,106.80",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
603309,维力医疗,sse_main,rnd_investment,partial,found,20,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=111,112,162.68",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603355,莱克电气,sse_main,rnd_investment,partial,found,26,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=536,147,682.68",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603558,健盛集团,sse_main,rnd_investment,partial,found,19,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=64,465,423.82",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603668,天马科技,sse_main,rnd_investment,partial,found,46,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=114,175,201.26",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603682,锦和商管,sse_main,rnd_investment,partial,found,17,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=2,186,070.72",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603687,大胜达,sse_main,rnd_investment,partial,found,29,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=82,853,258.50",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603698,航天工程,sse_main,rnd_investment,partial,found,19,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=246,676,800.81",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
603776,永安行,sse_main,rnd_investment,partial,found,20,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=35,306,135.73",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
605090,九丰能源,sse_main,rnd_investment,partial,found,41,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=9,818,659.59",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
605133,嵘泰股份,sse_main,rnd_investment,partial,found,17,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=103,135,376.92",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
605199,ST葫芦娃,sse_main,rnd_investment,partial,found,28,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=202,080,443.80",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
605303,园林股份,sse_main,rnd_investment,partial,found,16,expensed_vs_total_anchor_collision,P0,extraction_p22,high,"费用化研发投入=10,535,789.08",scoped rnd extraction/audit pilot,Prefer 合计 or sum expensed+capitalized; strict_reason=non-total label '费用化研发投入'
688081,兴图新科,star,rnd_investment,not_found_unverified,not_found,29,not_found_but_table_evidence,P0,extraction_p22,high,"研发投入合计 40,751,381.81 39,968,286.82 1.96 研发投入总额占营业收入 比例（%） 26.64 26.75 减少0.11 个百分 点 研发投入资本化的比重（%） 12.55 19.77 减少7.22 个百分 点 注：公司本期按受益对象确认股份支付交易成本费用，同时对上年同期数进行了调整，调增上年 同期管理费用1,204,613.91 元，调减上年同期销售费用648…",scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
688429,时创能源,star,rnd_investment,not_found_unverified,not_found,25,not_found_but_table_evidence,P0,extraction_p22,high,"研发投入合计 231,489,952.36 162,820,849.23 42.17 研发投入总额占营业收入比例（%） 32.57 9.41 增加23.16 个百分点 研发投入资本化的比重（%） 研发投入总额较上年发生重大变化的原因 √适用□不适用 报告期内，公司研发投入较上年同期增加了6,866.91 万元，主要是由于公司始终坚持跨学科 一体化研发，自主创新驱动发展，报告期内持续加大产品研发投…",scoped rnd extraction recovery pilot,Numeric R&D table in evidence but status not_found
688571,杭华股份,star,rnd_investment,partial,found,34,profit_statement_研发费用_not_rnd_table,P0,extraction_p22,high,"研发费用=55,043,208.13",scoped rnd extraction/audit pilot,Captured 利润表 研发费用 not 研发投入情况表; strict_reason=non-total label '研发费用'
000011,深物业A,szse_main,revenue_by_region,wrong,found,18,wrong_table_sales_mode_bleed,P1,extraction_tier4,medium,分地区 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （3）公司实物销售收入是否大于劳务收入 □是否 （4）公司已签订的重大销售合同、重大采购合同截至本报告期的履行情况 □适用不适用 （5）营业成本构成 行业分类 单位：元 行业分类 项目 2024 年 2023 年 同比增减 金额 占营业成本 比重 金额 占营…,PDF review then extraction,"Captured sales-mode sibling table; data_rows=0; raw_rows=0; flags={'stitched': True, 'preview_trimmed': True, 'continuation_page': 19}"
000058,深赛格,szse_main,revenue_by_region,partial,partial,16,status_partial_multi_row,P1,manual_review,low,"分地区 深圳市内 1,125,773,593.60 65.78% 1,326,358,728.94 68.05% -15.12% 深圳市外 585,696,701.50 34.22% 622,706,782.15 31.95% -5.94% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=2
000155,川能动力,szse_main,revenue_by_region,partial,found,24,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 3,054,861,977.34 100.00% 3,312,969,748.70 100.00% -7.79% 分销售模式 （2）占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用□不适用 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中电力供应业的披露要求 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000159,国际实业,szse_main,revenue_by_region,partial,found,15,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 2,576,415,793.29 2,324,682,015.64 9.77% -42.93% -45.19% 3.72% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2024 年 2023 年 同比增减 油品及化工产品…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000408,藏格矿业,szse_main,revenue_by_region,partial,partial,35,status_partial_multi_row,P1,manual_review,low,"分地区 国内 3,250,739,507.11 100.00% 5,225,721,163.41 100.00% -37.79% 国外 60,882.77 0.00% 0.00 0.00% 分销售模式 直销 2,302,223,888.02 70.82% 3,242,158,852.51 62.04% -28.99% 经销 929,649,034.90 28.60% 1,953,135,521.…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=4
000413,ST旭电,szse_main,revenue_by_region,partial,found,15,single_row_domestic_foreign,P1,audit_only,medium,"分地区 中国大陆 4,455,981,832.02 97.64% 5,813,686,019.61 98.66% -23.35% 港澳台 28,949,214.06 0.63% 23,747,361.92 0.40% 21.90% 中国境外 78,829,048.33 1.73% 55,165,369.89 0.94% 42.90% 分销售模式 直接销售 4,563,760,094.41 100…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000555,神州信息,szse_main,revenue_by_region,partial,found,20,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内地区 9,995,181,229.46 99.92% 12,043,284,394.57 99.89% -17.01% 国外地区 7,650,292.03 0.08% 12,945,284.26 0.11% -40.90%",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000557,西部创业,szse_main,revenue_by_region,partial,found,21,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,345,322,694.49 100.00% 1,665,275,473.36 100.00% -19.21% 分销售模式 直销 1,345,322,694.49 100.00% 1,665,275,473.36 100.00% -19.21% （2）占公司营业收入或营业利润10%以上的行业、产品、 地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000561,烽火电子,szse_main,revenue_by_region,partial,found,13,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内地区 1,201,478,479.20 844,129,894.57 29.74% -18.28% -10.60% -6.04 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （3）公司实物销售收入是否大于劳务收入 是□否 行业分类 项目 单位 2024 年 2023 年 同比增减 通信行业 销售量 元 765,5…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000573,粤宏远A,szse_main,revenue_by_region,partial,partial,17,status_partial_multi_row,P1,manual_review,low,"分地区 华南地区 489,555,332.19 100.00% 351,497,597.18 99.79% 39.28% 西南地区 -- -- 743,362.83 0.21% -100.00% 华东地区 -- -- 8,523.62 0.00% -100.00% 分销售模式 直销 489,555,332.19 100.00% 352,249,483.63 100.00% 38.98% （2）占…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
000592,平潭发展,szse_main,revenue_by_region,partial,found,13,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,543,482,778.97 1,379,880,225.53 10.60% 27.49% 20.77% 4.98% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （3）公司实物销售收入是否大于劳务收入 是□否 行业分类 项目 单位 2024 年 2023 年 同比增减 林木产品 销售量 吨 1…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000620,盈新发展,szse_main,revenue_by_region,partial,partial,15,status_partial_multi_row,P1,manual_review,low,"分地区 北京 373,772,615.31 12.28% 572,068,718.43 14.76% -34.66% 湖南 978,510,559.81 32.15% 1,014,558,311.62 26.18% -3.55% 河北 82,271,911.68 2.12% -100.00% 广东 12,359,669.49 0.41% 161,081,532.97 4.16% -92.33%…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=4
000663,永安林业,szse_main,revenue_by_region,partial,found,13,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 323,086,122.97 100.00% 693,162,044.78 100.00% 0.00% 国外销售 分销售模式 （2）占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用□不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 林业 19,495,968.8 0 9,…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000688,国城矿业,szse_main,revenue_by_region,partial,found,19,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 1,917,751,273.04 100.00% 1,195,842,471.08 100.00% 60.37% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 有色金属采、 选 1,389,666…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000755,山西高速,szse_main,revenue_by_region,partial,found,15,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 1,609,209,451.3 7 100.00% 1,711,646,046.7 5 100.00% -5.98% （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 高速公路收费 行业 1,609,209,45 1…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000912,泸天化,szse_main,revenue_by_region,partial,found,21,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 5,068,988,091.94 100.00% 6,418,234,611.65 100.00% -21.02% 分销售模式 （2）占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用□不适用 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中化工行业的披露要求 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000927,中国铁物,szse_main,revenue_by_region,partial,partial,34,status_partial_multi_row,P1,manual_review,low,"分地区 东北 4,886,709,325.95 4,761,077,853.00 2.57% -21.08% -20.01% 减少1.30 个百分点 华北 8,596,674,724.78 7,758,247,827.47 9.75% -3.42% -5.72% 增加2.19 个百分点 华中 3,481,579,069.18 3,402,229,638.29 2.28% -1.17% 2.46%…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=7
000985,大庆华科,szse_main,revenue_by_region,partial,found,16,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内 1,927,667,787.49 97.88% 1,958,728,930.85 97.93% -1.59% 境外 41,728,720.50 2.12% 41,475,930.69 2.07% 0.61% 分销售模式 （2）占公司营业收入或营业利润10%以上的行业、产品、地区、 销售模式的情况 单位：元 营业收入 营业成本 毛利率 营业收入 比上年同 期增减 营业成本 比上年同…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
000998,隆平高科,szse_main,revenue_by_region,partial,partial,39,status_partial_multi_row,P1,manual_review,low,"分地区 华中地区 1,656,105,664.79 19.33% 1,794,229,362.20 19.46% -7.70% 华东地区 1,331,432,488.50 15.54% 1,492,440,931.21 16.18% -10.79% 华南地区 196,956,050.90 2.30% 142,041,848.35 1.54% 38.66% 西南地区 287,498,689.42…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=7
001270,铖昌科技,szse_main,revenue_by_region,partial,found,19,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 211,539,009.02 100.00% 287,353,971.81 100.00% -26.38% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 集成电路行业 211,539,009. 02…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
001979,招商蛇口,szse_main,revenue_by_region,partial,partial,33,status_partial_multi_row,P1,manual_review,low,"分地区 华东区域 4,224,318.93 3,503,350.70 17.07% -392,133.18 -377,337.28 1.13 江南区域 5,058,740.03 4,585,285.46 9.36% 901,005.92 995,110.78 -4.29 华西区域 3,138,749.16 2,760,964.99 12.04% -496,654.97 -272,180.50 -…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=6
002012,凯恩股份,szse_main,revenue_by_region,partial,found,16,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 563,161,688.29 95.37% 803,273,390.50 97.25% -29.89% 国外 27,351,763.63 4.63% 22,726,319.92 2.75% 20.35% 分销售模式 直营 590,513,451.92 100.00% 822,532,120.07 99.58% -28.21% 代理商 - - 3,467,590.35 0.42% -…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002015,协鑫能科,szse_main,revenue_by_region,partial,found,17,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 9,796,410,426.69 100.00% 10,357,772,822.16 100.00% -5.42% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中电力供应业的披露要求 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002028,思源电气,szse_main,revenue_by_region,partial,partial,16,status_partial_multi_row,P1,manual_review,low,"分地区 华东地区 3,318,191,130.90 2,220,918,369.84 33.07% 47.52% 31.71% 8.04% 华北地区 2,605,567,952.24 1,851,703,430.05 28.93% 44.58% 43.41% 0.58% 华南地区 1,626,300,433.58 1,188,371,742.48 26.93% 10.88% 7.26% 2.47…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=7
002029,七匹狼,szse_main,revenue_by_region,partial,partial,16,status_partial_multi_row,P1,manual_review,low,"分地区 华南 384,949,623.74 173,438,511.25 54.95% -8.07% -11.46% 1.73% 华东 1,857,082,337.83 913,238,593.16 50.82% -8.22% -11.30% 1.71% 华北 225,690,741.33 108,178,534.45 52.07% -0.42% -3.33% 1.45% 东北 79,650,3…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=7
002051,中工国际,szse_main,revenue_by_region,partial,partial,30,status_partial_multi_row,P1,manual_review,low,"分地区 中国境外 8,263,493,054.98 7,136,435,056.44 13.64% 17.09% 15.34% 1.31% 中国境内 3,944,527,529.17 2,931,414,422.69 25.68% -25.69% -30.40% 5.03% 分销售模式 直接销售 12,208,020,584.15 10,067,849,479.13 17.53% -1.27%…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002107,沃华医药,szse_main,revenue_by_region,partial,partial,31,status_partial_multi_row,P1,manual_review,low,"分地区 华东 261,587,796.49 34.25% 340,525,502.22 37.44% -23.18% 华北及东北 243,353,406.56 31.86% 274,671,434.95 30.20% -11.40% 华南 94,098,296.52 12.32% 108,783,745.50 11.96% -13.50% 西南 75,406,007.12 9.87% 78,43…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=6
002123,梦网科技,szse_main,revenue_by_region,partial,found,29,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内 3,502,967,396.43 3,159,698,059.58 9.80% -24.32% -27.46% 3.90% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （3）公司实物销售收入是否大于劳务收入 □是否 （4）公司已签订的重大销售合同、重大采购合同截至本报告期的履行情况 □适用不适用…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002170,芭田股份,szse_main,revenue_by_region,partial,partial,28,status_partial_multi_row,P1,manual_review,low,"分地区 华北地区 687,426,814. 33 530,563,736. 11 22.82% -6.10% -12.06% 5.23% 华东地区 798,701,598. 99 631,099,544. 01 20.98% 11.20% 4.60% 4.98% 华南地区 665,019,315. 06 525,855,987. 54 20.93% -14.68% -20.69% 6.00% 西…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=6
002172,澳洋健康,szse_main,revenue_by_region,partial,found,14,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内地区 2,009,775,237.99 100.00% 2,173,767,566.03 100.00% -7.54% 分销售模式 （2） 占公司营业收入或营业利润10%以上的行业、产品、地区、销售模式的情况 适用 □不适用 单位：元 营业收入 营业成本 毛利率 营业收入比上 年同期增减 营业成本比上 年同期增减 毛利率比上年 同期增减 分行业 医疗服务 1,014,694,449…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002179,中航光电,szse_main,revenue_by_region,partial,partial,17,status_partial_multi_row,P1,manual_review,low,"分地区 中国大陆 19,447,943,2 81.75 12,251,168,1 71.28 37.01% 2.59% 4.60% -1.21% 分销售模式 直销 20,685,528,5 03.12 13,113,573,7 22.24 36.61% 3.04% 5.20% -1.29% 注：《企业会计准则解释第18 号》（财会【2024】24 号）明确不属于单项履约义务的保证类质量保证金的会…",manual review,Extraction partial with multiple rows; reason=status=partial; data_rows=3
002288,*ST超华,szse_main,revenue_by_region,partial,found,14,single_row_domestic_foreign,P1,audit_only,medium,"分地区 境内销售 665,012,507. 83 764,764,384. 00 -15.00% -59.21% -49.72% -19.74% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用 不适用 （3） 公司实物销售收入是否大于劳务收入 是 □否 行业分类 项目 单位 2023 年 2022 年 同比增减 电子元器…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
002322,理工能科,szse_main,revenue_by_region,partial,found,19,single_row_domestic_foreign,P1,audit_only,medium,"分地区 国内销售 1,076,516,838.62 388,555,880.72 63.91% -1.76% -9.85% 3.25% 分销售模式 公司主营业务数据统计口径在报告期发生调整的情况下，公司最近1 年按报告期末口径调整后的主营业务数据 □适用不适用 （3）公司实物销售收入是否大于劳务收入 □是否 （4）公司已签订的重大销售合同、重大采购合同截至本报告期的履行情况 □适用不适用…",audit-only relaxation candidate,Valid 1-row region table; strict may be too harsh; reason=single data row only; data_rows=1
